Prescriber,Substancia,Quantidade
BEACON MEDICAL SERVICES LIMITED,Bowel cleansing solutions,57
BEACON PARK HOSPITAL,Nitrofurantoin,3
BEACON PRIMARY CARE,Atorvastatin,1748
BEACON SURGERY,Omeprazole,660
BEACON VIEW MEDICAL CENTRE,Atorvastatin,817
BEACONSFIELD MEDICAL PRACTICE,Levothyroxine sodium,506
BEACONSFIELD ROAD SURGERY,Atorvastatin,1133
BEAN MEDICAL PRACTICE,Atorvastatin,224
BEARSTED,Levothyroxine sodium,1110
BEARWOOD MEDICAL CENTRE,Atorvastatin,293
BEARWOOD ROAD SURGERY,Atorvastatin,136
BEAUCHAMP HOUSE,Atorvastatin,694
BEAUCHIEF MEDICAL PRACTICE,Atorvastatin,571
BEAUFORT ROAD SURGERY,Atorvastatin,739
BEAUMONT LODGE MEDICAL PRACTICE,Atorvastatin,470
BEAUMONT PARK SURGERY,Atorvastatin,518
BEAUMONT VILLA SURGERY,Atorvastatin,680
BECCLES MEDICAL CENTRE,Atorvastatin,1157
BECKENHAM BEACON URGENT CARE CENTRE,Flucloxacillin sodium,43
BECKENHAM PCN EXTENDED SERVICE,Nitrofurantoin,2
BECKETT HOUSE PRACTICE,Atorvastatin,489
BECKINGTON FAMILY PRACTICE,Atorvastatin,1044
BEDFORD HILL FAMILY PRACTICE,Atorvastatin,415
BEDFORD STREET SURGERY,Atorvastatin,651
BEDFORDSHIRE MSK SERVICE,Co-dydramol (Dihydrocodeine/paracetamol),3
BEDLINGTONSHIRE MED.GROUP,Lansoprazole,1525
BEDMINSTER FAMILY PRACTICE,Atorvastatin,653
BEDSER HUB,Colecalciferol,14
BEDWELL MEDICAL CENTRE,Atorvastatin,1443
BEDWORTH HEALTH CENTRE,Atorvastatin,2310
BEE FOLD MEDICAL CENTRE,Atorvastatin,305
BEECH HILL MEDICAL PRACTICE,Atorvastatin,1094
BEECH HOUSE MEDICAL PRACT,Atorvastatin,790
BEECH HOUSE SURGERY,Atorvastatin,737
BEECH TREE MEDICAL CENTRE,Atorvastatin,207
BEECH TREE MEDICAL PRACTICE,Atorvastatin,277
BEECH TREE SURGERY,Lansoprazole,1473
BEECH WARD,Hydrocortisone,1
BEECHCROFT AND OLD PALACE,Atorvastatin,622
BEECHDALE CENTRE,Atorvastatin,320
BEECHES GREEN SURGERY,Omeprazole,390
BEECHES MEDICAL CENTRE,Atorvastatin,283
BEECHES MEDICAL PRACTICE,Atorvastatin,650
BEECHFIELD MEDICAL CENTRE,Atorvastatin,1748
BEECHWOOD MEDICAL CENTRE,Atorvastatin,1102
BEECHWOOD MEDICAL PRACTICE,Atorvastatin,838
BEECHWOOD SURGERY,Atorvastatin,739
BEEHIVE SURGERY,Atorvastatin,372
BEESTON VILLAGE SURGERY,Atorvastatin,518
BEGG PRACTICE,Atorvastatin,172
BEGGARWOOD SURGERY - NHUC,Aspirin,2
BELFORD MEDICAL PRACTICE,Atorvastatin,487
BELGRAVE MEDICAL CENTRE,Atorvastatin,1353
BELGRAVIA SURGERY,Atorvastatin,395
BELL HOUSE MEDICAL CENTRE,Atorvastatin,645
BELLBROOKE SURGERY,Atorvastatin,1165
BELLE VALE HEALTH CENTRE,Atorvastatin,757
BELLEGROVE SURGERY,Atorvastatin,562
BELLEVUE MEDICAL CENTRE,Atorvastatin,624
BELLINGHAM GREEN SURGERY,Lansoprazole,2
BELLINGHAM PRACTICE,Atorvastatin,582
BELMONT & SHERBURN MEDICAL GROUP,Atorvastatin,593
BELMONT HEALTH CENTRE,Atorvastatin,894
BELMONT MEDICAL CENTRE,Atorvastatin,1978
BELMONT SURGERY,Atorvastatin,578
BELSIZE PRIORY MEDICAL PRACTICE (GROUP),Atorvastatin,204
BELVEDERE MEDICAL CENTRE,Atorvastatin,1253
BELVIDERE MEDICAL PRACT.,Omeprazole,350
BELVOIR HEALTH GROUP,Atorvastatin,2588
BENCHILL MEDICAL PRACTICE,Atorvastatin,1185
BENFIELD PARK MEDICAL GROUP,Atorvastatin,1305
BENFIELD VALLEY HEALTHCARE HUB,Atorvastatin,104
BENFLEET SURGERY,Atorvastatin,161
BENHILL & BELMONT PRACTICE,Atorvastatin,825
BENNETTS END SURGERY,Atorvastatin,1557
BENNFIELD SURGERY,Atorvastatin,679
BENSHAM FAMILY PRACTICE,Atorvastatin,499
BENTHAM MEDICAL PRACTICE,Atorvastatin,940
BENTHAM ROAD HEALTH CENTRE,Omeprazole,602
BENTLEY MEDICAL PRACTICE,Atorvastatin,1434
BENTLEY VILLAGE SURGERY,Amlodipine,2
BERE REGIS SURGERY,Atorvastatin,519
BERINSFIELD HEALTH CENTRE,Atorvastatin,698
BERKELEY PLACE SURGERY,Atorvastatin,372
BERKELEY VALE LOCALITY NURSE PRESCRIBER,Aciclovir,1
BERKLEY PRACTICE,Atorvastatin,832
BERKSHIRE CONTINENCE SERVICE (EAST),Catheters,372
BERKSHIRE OPHTHALMOLOGY SERVICE,Dexamethasone,31
BERMONDSEY SPA MEDICAL CENTRE,Atorvastatin,763
BERRY LANE MEDICAL CENTRE,Atorvastatin,734
BERRYCROFT COMMUNITY HEALTH CENTRE,Atorvastatin,1420
BERRYLANDS SURGERY,Atorvastatin,332
BERRYMEAD FAMILY MED.CTR.,Atorvastatin,891
BERSTED GREEN SURGERY,Atorvastatin,992
BERWICK SURGERY,Atorvastatin,300
BETHANY MEDICAL CENTRE,Atorvastatin,312
BETHESDA MEDICAL CENTRE,Atorvastatin,1530
BETHNAL GREEN HEALTH CTR.,Atorvastatin,1530
BETLEY SURGERY,Omeprazole,147
BETTS AVENUE MEDICAL GROUP,Atorvastatin,1408
BEVAN GROUP PRACTICE,Atorvastatin,1131
BEVAN HEALTHCARE CIC,Mirtazapine,540
BEVAN LIMITED,Other Appliances,1
BEVAN MEDICAL GROUP,Atorvastatin,1376
BEVERLEY URGENT CARE CENTRE OOH,Flucloxacillin sodium,246
BEVERLEY/HOLDERNESS DERMATOLOGIST,Isotretinoin,2
BEWBUSH MEDICAL CENTRE,Atorvastatin,464
BEWDLEY MEDICAL CENTRE,Atorvastatin,1019
BEWICK CRESCENT SURGERY,Atorvastatin,1851
BEWICK ROAD SURGERY,Atorvastatin,632
BEWICKE MEDICAL CENTRE,Atorvastatin,1062
BEXLEY ANTICOAGULATION SERVICE,Edoxaban,24
BEXLEY COMMUNITY HEALTH SERVICES,Lymphoedema Garments,66
BEXLEY GROUP PRACTICE,Atorvastatin,812
BEXLEY MEDICAL GROUP,Atorvastatin,1041
BHARANI MEDICAL CENTRE,Atorvastatin,1198
BHC NON MEDICAL PRESCRIBERS,Lymphoedema Garments,26
BHF HIGHGATE SURGERY,Atorvastatin,391
BHF LUNDWOOD SURGERY,Atorvastatin,353
BHFT (BRACKNELL),Sacubitril/valsartan,4
BHFT (SLOUGH),Dapagliflozin,23
BHFT (WAM),Sacubitril/valsartan,14
BHR COMMUNITY ENT SERVICE,Fluticasone propionate (Nasal),21
BI-BOROUGH ALCOHOL SERVICE,Chlordiazepoxide hydrochloride,15
BICESTER HEALTH CENTRE,Atorvastatin,913
BIDDLESTONE HEALTH GROUP,Atorvastatin,854
BIDDULPH DOCTORS,Atorvastatin,879
BIDDULPH VALLEY SURGERY,Atorvastatin,912
BIDEFORD MEDICAL CENTRE,Omeprazole,1002
BIDFORD HEALTH CENTRE,Omeprazole,1401
BIGHAM ROAD MEDICAL CENTRE,Omeprazole,184
BILBOROUGH MEDICAL CENTRE,Atorvastatin,921
BILBROOK MEDICAL CENTRE,Atorvastatin,398
BILDESTON HEALTH CENTRE,Atorvastatin,849
BILLET LANE MEDICAL PRACTICE,Atorvastatin,205
BILLINGE MEDICAL PRACTICE,Atorvastatin,987
BILLINGHAY MEDICAL PRACTICE,Atorvastatin,819
BILLINGSHURST SURGERY,Atorvastatin,1200
BILSTHORPE SURGERY,Atorvastatin,290
BILSTON FAMILY PRACTICE,Lansoprazole,358
BILSTON URBAN VILLAGE MEDICAL CENTRE,Atorvastatin,647
BILTON MEDICAL CENTRE,Atorvastatin,738
BINBROOK SURGERY,Atorvastatin,345
BINCOTE SURGERY,Atorvastatin,410
BINFIELD ROAD SURGERY,Atorvastatin,464
BINFIELD SURGERY,Atorvastatin,305
BINGLEY DERMATOLOGY CLINIC,Emollients,7
BINGLEY MEDICAL PRACTICE,Lansoprazole,812
BINSCOMBE MEDICAL CENTRE,Omeprazole,459
BIRBECK MEDICAL GROUP,Atorvastatin,896
BIRCHDALE ROAD MEDICAL CENTRE,Atorvastatin,445
BIRCHES HEAD MEDICAL CTR.,Atorvastatin,784
BIRCHILLS HEALTH CENTRE,Atorvastatin,288
BIRCHINGTON MEDICAL CENTRE,Atorvastatin,1203
BIRCHWOOD MEDICAL CENTRE,Omeprazole,933
BIRCHWOOD MEDICAL PRACTICE,Atorvastatin,3728
BIRCHWOOD SURGERY,Atorvastatin,1116
BIRD-IN-EYE SURGERY,Atorvastatin,419
BIRDHURST MEDICAL PRACTICE,Paracetamol,218
BIRKBY HEALTH CENTRE,Atorvastatin,326
BIRKWOOD MEDICAL CENTRE,Atorvastatin,1037
BIRLEY HEALTH CENTRE,Lansoprazole,920
BIRMINGHAM DENTAL HOSPITAL,Sodium fluoride,128
BIRMINGHAM SMARTCARE HUB,Amoxicillin,66
BIRMINGHAM ST MARY'S HOSPICE,Oxycodone hydrochloride,8
BIRMINGHAM WIC,Amoxicillin,25
BIRSTALL DERMATOLOGY GPSI,Emollients,199
BIRSTALL MEDICAL CENTRE,Atorvastatin,903
BIRTLE VIEW MEDICAL PRACTICE,Atorvastatin,320
BIRTLEY MEDICAL GROUP,Atorvastatin,2474
BISHOP AUCKLAND PRIMARY CARE SERVICES,Amoxicillin,147
BISHOPGATE MEDICAL CENTRE,Atorvastatin,2295
BISHOPS CASTLE MEDICAL PRACTICE,Omeprazole,352
BISHOPS CLOSE MEDICAL PRACTICE,Atorvastatin,1168
BISHOPS WALTHAM SURGERY,Atorvastatin,1168
BISHOPSFORD ROAD SURGERY,Atorvastatin,473
BISWAS B,Atorvastatin,3
BLACK COUNTRY FAMILY PRACTICE,Atorvastatin,1067
BLACK TORRINGTON SURGERY,Atorvastatin,427
BLACKBURN RD MEDICAL CENTRE,Atorvastatin,388
BLACKBURN RD.MEDICAL CTR.,Atorvastatin,823
BLACKDOWN PRACTICE,Atorvastatin,710
BLACKETTS MEDICAL PRACTICE,Atorvastatin,916
BLACKFORD HOUSE MEDICAL CENTRE,Atorvastatin,760
BLACKFRIARS,Sertraline hydrochloride,381
BLACKFRIARS MEDICAL PRACTICE,Atorvastatin,349
BLACKHALL AND PETERLEE PRACTICE,Atorvastatin,1694
BLACKHEATH MED CTR,Omeprazole,308
BLACKHEATH STANDARD PMS,Amlodipine,243
BLACKMORE VALE PARTNERSHIP,Atorvastatin,2832
BLACKPOOL LOCALITY CHS,Wound Management & Other Dressings,2137
BLACKPOOL SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,1191
BLACKTHORN,Atorvastatin,414
BLACKTHORN HEALTH CENTRE,Omeprazole,1076
BLACKWATER MEDICAL CENTRE,Atorvastatin,1202
BLACKWELL MEDICAL CENTRE,Atorvastatin,345
BLACKWOOD HEALTH CENTRE,Atorvastatin,188
BLAKENEY SURGERY,Atorvastatin,359
BLAKEWATER HEALTHCARE,Atorvastatin,826
BLANDFORD MEDICAL CENTRE,Atorvastatin,2081
BLAYDON GP LED PRACTICE,Atorvastatin,167
BLOCK LANE SURGERY,Atorvastatin,422
BLOFIELD SURGERY,Lansoprazole,886
BLOOMFIELD MEDICAL CENTRE,Omeprazole,1765
BLOOMSBURY SURGERY,Salbutamol,115
BLOXHAM SURGERY,Atorvastatin,731
BLOXWICH MEDICAL PRACTICE,Co-codamol (Codeine phosphate/paracetamol),350
BLUE WING FAMILY DOCTOR UNIT,Atorvastatin,711
BLUEBELL LANE SURGERY,Atorvastatin,398
BLUEBELL SURGERY,Atorvastatin,208
BLUNDELLSANDS SURGERY,Atorvastatin,1037
BLURTON MEDICAL CENTRE,Atorvastatin,371
BLYTH ROAD MEDICAL CENTRE,Lansoprazole,670
BLYTH'S MEADOW SURGERY,Atorvastatin,566
BMI BEARDWOOD HOSPITAL,Ofloxacin,2
BMI BEAUMONT HOSPITAL,Co-amoxiclav (Amoxicillin/clavulanic acid),3
BMI CHAUCER HOSPITAL,Estradiol,2
BMI CLEMENTINE CHURCHILL HOSPITAL,Estradiol,1
BMI ESPERANCE HOSPITAL OOH,Clarithromycin,2
BMI FAWKHAM MANOR HOSPITAL,Flucloxacillin sodium,5
BMI SOUTHEND PRIVATE HOSPITAL,Fluorometholone,12
BMI THE MANOR HOSPITAL,Emollients,10
BMI-CHELSFIELD PARK HOSPITAL,Estradiol,1
BMI-SHIRLEY OAKS HOSPITAL,Dexamethasone,3
BMI-THE BLACKHEALTH HOSPITAL,Co-amoxiclav (Amoxicillin/clavulanic acid),2
BMI-THE SLOANE HOSPITAL,Co-amoxiclav (Amoxicillin/clavulanic acid),1
BNSSG COMMUNITY PAEDIATRICIANS,Methylphenidate hydrochloride,447
BODEY MEDICAL CENTRE,Atorvastatin,919
BODMIN ROAD HEALTH CENTRE,Atorvastatin,727
BODRIGGY HEALTH CENTRE,Omeprazole,1075
BOGNOR HOSPITAL MINOR INJURIES UNIT,Co-dydramol (Dihydrocodeine/paracetamol),36
BOGNOR MEDICAL CENTRE,Atorvastatin,485
BOLEYN MEDICAL CENTRE,Atorvastatin,1087
BOLINGBROKE MEDICAL CENTRE (THMP),Atorvastatin,410
BOLTON COMMUNITY PRACTICE,Omeprazole,900
BOLTON GENERAL PRACTICE,Atorvastatin,230
BOLTON HOSPICE,Levomepromazine maleate,1
BOLTON MEDICAL CENTRE,Atorvastatin,345
BOOTLE VILLAGE SURGERY,Atorvastatin,571
BOOTS OPTICIANS,Dexamethasone,5
BORDESLEY GREEN SURGERY,Atorvastatin,287
BOROUGH GREEN MEDICAL PRACTICE,Omeprazole,1049
BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,Atorvastatin,1353
BOROUGHBURY MEDICAL CENTRE,Atorvastatin,2730
BORSTAL VILLAGE SURGERY,Atorvastatin,206
BOSTON ADDACTION,Methadone hydrochloride,753
BOSTON GP EXTENDED ACCESS HUB,Amoxicillin,8
BOSTON OOH,Methadone hydrochloride,1
BOSTON UTC,Flucloxacillin sodium,98
BOSTON WEST HOSPITAL,Estriol,9
BOSVENA HEALTH,Omeprazole,2249
BOSWORTH MEDICAL GROUP,Atorvastatin,1276
BOTESDALE HEALTH CENTRE,Levothyroxine sodium,851
BOTLEY MEDICAL CENTRE,Atorvastatin,943
BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,Levothyroxine sodium,394
BOTTISHAM MEDICAL PRACTICE,Atorvastatin,608
BOTTREAUX SURGERY,Omeprazole,542
BOUGHTON MEDICAL GROUP,Atorvastatin,562
BOUGHTON SURGERY,Atorvastatin,418
BOULTHAM PARK MEDICAL PRACTICE,Atorvastatin,1077
BOUNDARIES SURGERY,Omeprazole,255
BOUNDARY COURT SURGERY,Atorvastatin,282
BOUNDARY HOUSE MEDICAL CENTRE,Atorvastatin,709
BOUNDARY HOUSE SURGERY,Atorvastatin,447
BOUNDS GREEN GROUP PRACTICE,Influenza,2213
BOURN SURGERY,Atorvastatin,670
BOURNBROOK VARSITY MEDICAL CENTRE,Sertraline hydrochloride,298
BOURNE END & WOOBURN GREEN MEDICAL CTR,Atorvastatin,803
BOURNE GALLETLY PRACTICE TEAM,Atorvastatin,1768
BOURNVILLE SURGERY,Atorvastatin,91
BOUSFIELD - ROBERTS,Atorvastatin,282
BOUSFIELD SURGERY - DR SHAH,Atorvastatin,283
BOVEY TRACEY & CHUDLEIGH PRACTICE,Atorvastatin,909
BOW MEDICAL PRACTICE,Atorvastatin,482
BOWBURN MEDICAL CENTRE,Atorvastatin,438
BOWER MOUNT MEDICAL PRACTICE,Atorvastatin,843
BOWLAND MEDICAL PRACTICE,Omeprazole,833
BOWLING GREEN STREET SURGERY,Atorvastatin,223
BOWLING HALL MED PRACTICE,Atorvastatin,1452
BOX SURGERY,Omeprazole,460
BOYATT WOOD SURGERY,Omeprazole,333
BRACE STREET HC- KUMAR,Atorvastatin,187
BRACE STREET HC- MAHBUB (M91659),Atorvastatin,265
BRACE STREET HEALTH CENTRE,Atorvastatin,306
BRACKLEY MEDICAL CENTRE,Atorvastatin,1476
BRACKNELL URGENT CARE CENTRE WIC,Flucloxacillin sodium,106
BRACONDALE MEDICAL CENTRE,Atorvastatin,498
BRADFORD CARE HOME LIAISON,Lorazepam,2
BRADFORD DERMATOLOGY SERVICE,Emollients,93
BRADFORD DISTRICT CARE TRUST,Skin Fillers And Protectives,353
BRADFORD EXTENDED ACCESS,Amoxicillin,83
BRADFORD MOOR PRACTICE,Atorvastatin,575
BRADFORD NEW DIRECTIONS,Methadone hydrochloride,2714
BRADFORD STREET SURGERY,Atorvastatin,156
BRADFORD STUDENT HEALTH SERVICE,Amlodipine,71
BRADFORD-ON-AVON AND MELKSHAM HEALTH,Atorvastatin,2417
BRADLEY STOKE SURGERY,Atorvastatin,656
BRADSHAW MEDICAL CENTRE,Atorvastatin,986
BRADWORTHY SURGERY,Atorvastatin,263
BRAESIDE SURGERY,Atorvastatin,562
BRAILSFORD & HULLAND MEDICAL PRACTICE,Atorvastatin,522
BRAITHWAITE RD SURGERY,Atorvastatin,387
BRAMBLEHAIES SURGERY,Atorvastatin,470
BRAMBLYS GRANGE MEDICAL PRACTICE,Omeprazole,1192
BRAMCOTE SURGERY,Atorvastatin,198
BRAMHALL & SHAW HEATH MEDICAL GROUP,Atorvastatin,929
BRAMHALL HEALTH CENTRE,Atorvastatin,759
BRAMHAM MEDICAL CENTRE,Atorvastatin,464
BRAMHOPE DERMATOLOGY COMMUNITY CLINIC,Isotretinoin,3
BRAMINGHAM PARK MEDICAL CENTRE,Atorvastatin,292
BRAMLEY AVENUE SURGERY,Atorvastatin,304
BRAMLEY VILLAGE HEALTH & WELLBEING CTR,Atorvastatin,1215
BRAMPTON HEALTH CENTRE,Atorvastatin,357
BRAMPTON MEDICAL PRACTICE,Atorvastatin,1776
BRANCH END SURGERY,Atorvastatin,821
BRANDON MEDICAL PRACTICE,Atorvastatin,739
BRANKSOMEWOOD H/CARE CTR,Omeprazole,540
BRANNAM MEDICAL CENTRE,Atorvastatin,1339
BRANNEL SURGERY,Omeprazole,564
BRANSTON & HEIGHINGTON FAMILY PRACTICE,Atorvastatin,528
BRANT ROAD & SPRINGCLIFFE SURGERY,Atorvastatin,1453
BRAYFORD MEDICAL PRACTICE,Atorvastatin,594
BREDBURY MEDICAL CENTRE,Atorvastatin,474
BREDON AVENUE SURGERY,Atorvastatin,202
BREDON HILL SURGERY,Atorvastatin,571
BRENT AREA MEDICAL CENTRE,Atorvastatin,381
BRENT CONSULTANT PAEDIATRIC - CLCH,Skin Fillers And Protectives,2
BRENT DIABETES - CLCH,Other Appliances,3
BRENT IN REACH GENERAL REHAB BEDS - CLCH,Skin Fillers And Protectives,10
BRENT RAPID RESPONSE - CLCH,Potassium chloride,10
BRENTFIELD MEDICAL CENTRE,Atorvastatin,734
BRENTFORD FAMILY PRACTICE,Atorvastatin,251
BRENTFORD GROUP PRACTICE,Atorvastatin,727
BRERETON SURGERY,Atorvastatin,375
BRETTON MEDICAL PRACTICE,Atorvastatin,1064
BREWER STREET,Atorvastatin,383
BREWOOD MEDICAL PRACTICE,Atorvastatin,1220
BRIARWOOD MEDICAL CENTRE,Atorvastatin,444
BRIDGE COTTAGE SURGERY,Atorvastatin,2083
BRIDGE END SURGERY,Atorvastatin,921
BRIDGE HOUSE MEDICAL CENTRE,Atorvastatin,921
BRIDGE HOUSE MEDICAL PRACTICE,Atorvastatin,326
BRIDGE LANE GROUP PRACTICE,Atorvastatin,1154
BRIDGE MEDICAL,Atorvastatin,574
BRIDGE MEDICAL CENTRE,Atorvastatin,1009
BRIDGE ROAD MEDICAL CENTRE,Atorvastatin,653
BRIDGE ROAD SURGERY,Atorvastatin,824
BRIDGE STREET MEDICAL CENTRE,Atorvastatin,204
BRIDGE STREET MEDICAL PRACTICE,Atorvastatin,531
BRIDGE STREET SURGERY,Atorvastatin,1824
BRIDGE SURGERY,Atorvastatin,1029
BRIDGE VIEW MEDICAL,Atorvastatin,1902
BRIDGE VIEW MEDICAL GROUP,Atorvastatin,3207
BRIDGEGATE MEDICAL CENTRE,Atorvastatin,1123
BRIDGEMARY MEDICAL CENTRE,Atorvastatin,687
BRIDGESIDE SURGERY,Levothyroxine sodium,611
BRIDGEWATER CH COM NURSES HALTON,Wound Management & Other Dressings,489
BRIDGEWATER CH COMM NURSES ST HELENS,Wound Management & Other Dressings,8
BRIDGEWATER SURGERIES,Atorvastatin,2461
BRIDGEWAY PRACTICE,Atorvastatin,535
BRIDGNORTH MEDICAL PRACTICE,Atorvastatin,1019
BRIDLINGTON URGENT TREATMENT CENTRE,Amoxicillin,57
BRIERCLIFFE SURGERY,Atorvastatin,604
BRIERLEY MEDICAL CENTRE,Atorvastatin,427
BRIERLEY PARK MEDICAL CENTRE,Atorvastatin,911
BRIG ROYD SURGERY,Atorvastatin,627
BRIGHTON STATION HEALTH CENTRE,Sertraline hydrochloride,229
BRIGHTON STATION WALK-IN,Flucloxacillin sodium,2
BRIGSTOCK & SOUTH NORWOOD PARTNERSHIP,Amlodipine,645
BRINNINGTON SURGERY,Lansoprazole,1071
BRINSLEY AVENUE PRACTICE,Atorvastatin,512
BRINSWORTH MEDICAL CENTRE,Atorvastatin,1103
BRISDOC HEALTHCARE SERVICES (EMIS) OOH,Flucloxacillin sodium,42
BRISDOC HEALTHCARE SERVICES OOH,Nitrofurantoin,248
BRITANNIA SUITE,Pregabalin,6
BRIXTON HILL GROUP PRACTICE,Atorvastatin,735
BROAD LANE SURGERY,Atorvastatin,408
BROAD OAK MEDICAL PRACTICE,Atorvastatin,372
BROADHURST ST MED PRACT (KS MORJARIA),Atorvastatin,768
BROADMEAD MEDICAL CENTRE,Methadone hydrochloride,210
BROADMEAD SURGERY,Atorvastatin,538
BROADSHIRES HEALTH CENTRE,Omeprazole,785
BROADSTAIRS MEDICAL PRACTICE,Atorvastatin,587
BROADWATER MEDICAL CENTRE,Atorvastatin,612
BROADWAY (SWBCCG) MALLING HEALTH OOH,Flucloxacillin sodium,10
BROADWAY HEALTH CENTRE,Atorvastatin,227
BROADWAY MEDICAL CENTRE,Atorvastatin,1929
BROADWAY SURGERY,Atorvastatin,354
BROCKLEBANK GROUP PRACTICE,Atorvastatin,842
BROCKWELL PARK SURGERY,Atorvastatin,298
BROCKWOOD MEDICAL PRACTICE,Atorvastatin,1359
BROCKWORTH SURGERY,Atorvastatin,633
BROKEN CROSS SURGERY,Atorvastatin,534
BROMLEAG CARE PRACTICE,Colecalciferol,884
BROMLEY COMMON PRACTICE,Atorvastatin,482
BROMLEY COMMUNITY ANTICOAGULATION CLINIC,Edoxaban,9
BROMLEY CONNECT EXTENDED SERVICE,Phenoxymethylpenicillin (Penicillin V),16
BROMLEY DIABETES SERVICE (BECKENHAM),Semaglutide,5
BROMLEY DIABETES SERVICE (ORPINGTON),Detection Sensor Interstitial Fluid/Gluc,18
BROMLEY GP ALLIANCE,Amoxicillin,274
BROMPTON MEDICAL CENTRE,Atorvastatin,381
BROMSGROVE CMHT,Diazepam,2
BRONDESBURY MEDICAL CENTRE,Atorvastatin,771
BROOK GREEN MEDICAL CENTRE,Atorvastatin,754
BROOK HOUSE SURGERY,Atorvastatin,262
BROOK LANE SURGERY,Omeprazole,713
BROOK MEDICAL CENTRE,Atorvastatin,2086
BROOK SQUARE SURGERY,Atorvastatin,1071
BROOKFIELD PARK SURGERY,Atorvastatin,230
BROOKFIELD SURGERY,Atorvastatin,638
BROOKLANDS,Melatonin,7
BROOKLANDS HEALTH CENTRE,Amlodipine,280
BROOKLANDS MEDICAL PRACTICE,Atorvastatin,536
BROOKLYN MEDICAL PRACTICE,Omeprazole,375
BROOKMILL MEDICAL CENTRE,Omeprazole,638
BROOKROYD HOUSE,Atorvastatin,1194
BROOKSIDE GROUP PRACTICE,Levothyroxine sodium,1305
BROOKSIDE SURGERY,Atorvastatin,436
BROOKVALE PRACTICE,Atorvastatin,681
BROOM LANE MEDICAL CENTRE,Atorvastatin,1364
BROOM LEYS SURGERY,Lansoprazole,535
BROOM ROAD MEDICAL PRACTICE,Amlodipine,162
BROOMFIELD DOCTOR IN ED,Naproxen,54
BROOMFIELD PARK MED.CTR.,Atorvastatin,809
BROOMHILL SURGERY,Atorvastatin,590
BROOMWOOD HEALTH CENTRE,Atorvastatin,703
BROSELEY MEDICAL PRACTICE,Atorvastatin,370
BROTTON SURGERY,Atorvastatin,773
BROUGH LARC,Clobetasone butyrate,1
BROUGHTON CORNER FAMILY PRACTICE,Influenza,12
BROUGHTON HOUSE GP SURGERY,Atorvastatin,329
BROUGHTON HOUSE SURGERY,Thiamine hydrochloride,6
BROW MEDICAL CENTRE,Atorvastatin,410
BROWN CLEE MEDICAL CENTRE,Omeprazole,321
BROWNEY HOUSE SURGERY,Atorvastatin,432
BROWNHILL SURGERY,Atorvastatin,455
BROWNLOW AT MARYBONE,Atorvastatin,225
BROWNLOW GROUP PRACTICE,Pregabalin,1760
BROWNLOW HEALTH  @ PRINCES PARK,Atorvastatin,500
BROWNLOW HEALTH AT KENSINGTON,Atorvastatin,307
BROWNSOVER MEDICAL CENTRE,Atorvastatin,438
BROXBOURNE ALLIANCE PCN HUB,Desogestrel,3
BRUCE GROVE PRIMARY HEALTH CARE CTR,Atorvastatin,616
BRUNDALL MEDICAL PARTNERSHIP,Lansoprazole,953
BRUNEL MEDICAL CENTRE,Atorvastatin,308
BRUNEL MEDICAL PRACTICE,Atorvastatin,1625
BRUNSTON PRACTICE,Atorvastatin,756
BRUNSWICK MEDICAL CENTRE UHPC,Atorvastatin,332
BRUNSWICK PARK FAMILY PRACTICE,Atorvastatin,429
BRUNSWICK PARK MEDICAL PRACTICE,Atorvastatin,782
BRUNSWICK ROAD MED.CTR.,Atorvastatin,55
BRUNSWICK SURGERY,Atorvastatin,464
BRUNTON PARK,Atorvastatin,463
BRUTON SURGERY,Atorvastatin,282
BRYANT STREET MEDICAL PRACTICE,Atorvastatin,532
BRYN CROSS SURGERY,Atorvastatin,543
BRYN STREET SURGERY,Atorvastatin,501
BS CLINIC,Ofloxacin,1
BSUH DERMATOLOGY SERVICE,Isotretinoin,25
BSW IUC OOH,Amoxicillin,343
BTH NHS FOUNDATION TRUST,Detection Sensor Interstitial Fluid/Gluc,7
BUCHANAN ROAD SURGERY,Atorvastatin,484
BUCKDEN SURGERY,Omeprazole,800
BUCKFASTLEIGH MEDICAL CENTRE,Atorvastatin,304
BUCKLAND MEDICAL PRACTICE,Atorvastatin,992
BUCKLAND SURGERY,Atorvastatin,343
BUCKLANDS END LANE SURGERY,Atorvastatin,398
BUCKS UTC & OOH,Amoxicillin,411
BUCKSHAW HOSPITAL,Co-amoxiclav (Amoxicillin/clavulanic acid),9
BUCKSHAW VILLAGE HEALTH CENTRE,Lansoprazole,338
BUDBROOKE MEDICAL CENTRE,Atorvastatin,449
BUDLEIGH SALTERTON MEDICAL PRACTICE,Atorvastatin,1014
BUDSHEAD MEDICAL PRACTICE,Omeprazole,677
BUGBROOKE MEDICAL PRACTICE,Atorvastatin,925
BULKINGTON SURGERY,Atorvastatin,481
BUNBURY MEDICAL PRACTICE,Atorvastatin,448
BUNGAY MEDICAL CENTRE,Atorvastatin,1311
BURBAGE SURGERY,Atorvastatin,558
BURBURY MEDICAL CENTRE,Atorvastatin,311
BURDWOOD SURGERY,Atorvastatin,572
BURFORD SURGERY,Atorvastatin,762
BURGESS ROAD SURGERY,Atorvastatin,459
