Prescriber,Substancia,Quantidade
BEACON PARK HOSPITAL,Nitrofurantoin,3
BEACON PRIMARY CARE,Atorvastatin,1556
BEACON SURGERY,Omeprazole,569
BEACON VIEW MEDICAL CENTRE,Atorvastatin,810
BEACONSFIELD MEDICAL PRACTICE,Atorvastatin,523
BEACONSFIELD ROAD SURGERY,Atorvastatin,1142
BEALEY COMMUNITY HOSPITAL,Methadone hydrochloride,1
BEAN MEDICAL PRACTICE,Atorvastatin,216
BEARSTED,Omeprazole,1151
BEARWOOD MEDICAL CENTRE,Atorvastatin,308
BEARWOOD ROAD SURGERY,Atorvastatin,157
BEAUCHAMP HOUSE,Atorvastatin,688
BEAUCHIEF MEDICAL PRACTICE,Atorvastatin,558
BEAUFORT ROAD SURGERY,Atorvastatin,668
BEAUMONT LODGE MEDICAL PRACTICE,Atorvastatin,487
BEAUMONT PARK SURGERY,Atorvastatin,525
BEAUMONT VILLA SURGERY,Atorvastatin,645
BECCLES MEDICAL CENTRE,Atorvastatin,1061
BECKENHAM BEACON URGENT CARE CENTRE,Flucloxacillin sodium,33
BECKENHAM PCN EXTENDED SERVICE,Amoxicillin,2
BECKETT HOUSE PRACTICE,Atorvastatin,487
BECKINGTON FAMILY PRACTICE,Atorvastatin,1097
BEDFORD HILL FAMILY PRACTICE,Atorvastatin,383
BEDFORD STREET SURGERY,Atorvastatin,510
BEDFORDSHIRE MSK SERVICE,Prednisolone,6
BEDLINGTONSHIRE MED.GROUP,Lansoprazole,1319
BEDMINSTER FAMILY PRACTICE,Atorvastatin,568
BEDSER HUB,Colecalciferol,12
BEDWELL MEDICAL CENTRE,Atorvastatin,1433
BEDWORTH HEALTH CENTRE,Atorvastatin,2322
BEE FOLD MEDICAL CENTRE,Atorvastatin,328
BEECH HILL MEDICAL PRACTICE,Atorvastatin,1233
BEECH HOUSE MEDICAL PRACT,Atorvastatin,772
BEECH HOUSE SURGERY,Atorvastatin,778
BEECH TREE MEDICAL CENTRE,Atorvastatin,200
BEECH TREE MEDICAL PRACTICE,Atorvastatin,280
BEECH TREE SURGERY,Atorvastatin,1449
BEECH WARD,Amlodipine,1
BEECHCROFT AND OLD PALACE,Atorvastatin,591
BEECHDALE CENTRE,Atorvastatin,301
BEECHES GREEN SURGERY,Omeprazole,466
BEECHES MEDICAL CENTRE,Atorvastatin,264
BEECHES MEDICAL PRACTICE,Atorvastatin,672
BEECHFIELD MEDICAL CENTRE,Atorvastatin,1700
BEECHWOOD MEDICAL CENTRE,Atorvastatin,1097
BEECHWOOD MEDICAL PRACTICE,Atorvastatin,826
BEECHWOOD SURGERY,Atorvastatin,709
BEEHIVE SURGERY,Atorvastatin,336
BEESTON VILLAGE SURGERY,Atorvastatin,511
BEGG PRACTICE,Atorvastatin,167
BEGGARWOOD SURGERY - NHUC,Amoxicillin,5
BELFORD MEDICAL PRACTICE,Atorvastatin,528
BELGRAVE MEDICAL CENTRE,Atorvastatin,1460
BELGRAVIA SURGERY,Atorvastatin,388
BELL HOUSE MEDICAL CENTRE,Atorvastatin,691
BELLBROOKE SURGERY,Atorvastatin,1172
BELLE VALE HEALTH CENTRE,Atorvastatin,788
BELLEGROVE SURGERY,Atorvastatin,594
BELLEVUE MEDICAL CENTRE,Atorvastatin,608
BELLINGHAM GREEN SURGERY,Levothyroxine sodium,5
BELLINGHAM PRACTICE,Atorvastatin,679
BELMONT & SHERBURN MEDICAL GROUP,Atorvastatin,586
BELMONT HEALTH CENTRE,Atorvastatin,867
BELMONT MEDICAL CENTRE,Atorvastatin,1842
BELMONT SURGERY,Atorvastatin,531
BELSIZE PRIORY MEDICAL PRACTICE (GROUP),Atorvastatin,213
BELVEDERE MEDICAL CENTRE,Atorvastatin,1082
BELVIDERE MEDICAL PRACT.,Omeprazole,382
BELVOIR HEALTH GROUP,Atorvastatin,3063
BENCHILL MEDICAL PRACTICE,Atorvastatin,1217
BENFIELD PARK MEDICAL GROUP,Atorvastatin,1221
BENFIELD VALLEY HEALTHCARE HUB,Atorvastatin,339
BENFLEET SURGERY,Atorvastatin,148
BENHILL & BELMONT PRACTICE,Atorvastatin,825
BENNETTS END SURGERY,Atorvastatin,1549
BENNFIELD SURGERY,Atorvastatin,679
BENSHAM FAMILY PRACTICE,Atorvastatin,492
BENTHAM MEDICAL PRACTICE,Atorvastatin,933
BENTHAM ROAD HEALTH CENTRE,Omeprazole,584
BENTLEY MEDICAL PRACTICE,Atorvastatin,1464
BENTLEY VILLAGE SURGERY,Ramipril,9
BERE REGIS SURGERY,Atorvastatin,444
BERINSFIELD HEALTH CENTRE,Atorvastatin,665
BERKELEY PLACE SURGERY,Atorvastatin,362
BERKELEY VALE LOCALITY NURSE PRESCRIBER,Bisoprolol fumarate,1
BERKLEY PRACTICE,Atorvastatin,904
BERKSHIRE CONTINENCE SERVICE (EAST),Catheters,410
BERKSHIRE OPHTHALMOLOGY SERVICE,Dexamethasone,10
BERMONDSEY SPA MEDICAL CENTRE,Atorvastatin,770
BERRY LANE MEDICAL CENTRE,Atorvastatin,698
BERRYCROFT COMMUNITY HEALTH CENTRE,Atorvastatin,1330
BERRYLANDS SURGERY,Atorvastatin,268
BERRYMEAD FAMILY MED.CTR.,Atorvastatin,863
BERSTED GREEN SURGERY,Atorvastatin,1052
BERWICK SURGERY,Atorvastatin,315
BETHANY MEDICAL CENTRE,Atorvastatin,311
BETHESDA MEDICAL CENTRE,Atorvastatin,1388
BETHNAL GREEN HEALTH CTR.,Atorvastatin,1192
BETLEY SURGERY,Omeprazole,150
BETTS AVENUE MEDICAL GROUP,Atorvastatin,1384
BEVAN GROUP PRACTICE,Atorvastatin,1158
BEVAN HEALTHCARE CIC,Mirtazapine,656
BEVAN MEDICAL GROUP,Atorvastatin,1365
BEVERLEY URGENT CARE CENTRE OOH,Flucloxacillin sodium,183
BEVERLEY/HOLDERNESS DERMATOLOGIST,Apremilast,4
BEWBUSH MEDICAL CENTRE,Atorvastatin,462
BEWDLEY MEDICAL CENTRE,Atorvastatin,904
BEWICK CRESCENT SURGERY,Atorvastatin,1845
BEWICK ROAD SURGERY,Atorvastatin,689
BEWICKE MEDICAL CENTRE,Atorvastatin,1081
BEXLEY ANTICOAGULATION SERVICE,Edoxaban,30
BEXLEY COMMUNITY HEALTH SERVICES,Lymphoedema Garments,67
BEXLEY GROUP PRACTICE,Atorvastatin,878
BEXLEY MEDICAL GROUP,Atorvastatin,1031
BHARANI MEDICAL CENTRE,Atorvastatin,1282
BHC NON MEDICAL PRESCRIBERS,Lymphoedema Garments,29
BHF HIGHGATE SURGERY,Atorvastatin,414
BHF LUNDWOOD SURGERY,Atorvastatin,379
BHFT (BRACKNELL),Sacubitril/valsartan,7
BHFT (SLOUGH),Dapagliflozin,22
BHFT (WAM),Sacubitril/valsartan,11
BHR COMMUNITY ENT SERVICE,Fluticasone propionate (Nasal),23
BI-BOROUGH ALCOHOL SERVICE,Acamprosate calcium,4
BICESTER HEALTH CENTRE,Atorvastatin,940
BIDDLESTONE HEALTH GROUP,Atorvastatin,835
BIDDULPH DOCTORS,Atorvastatin,862
BIDDULPH VALLEY SURGERY,Atorvastatin,907
BIDEFORD MEDICAL CENTRE,Omeprazole,859
BIDFORD HEALTH CENTRE,Omeprazole,1350
BIGHAM ROAD MEDICAL CENTRE,Omeprazole,197
BILBOROUGH MEDICAL CENTRE,Atorvastatin,903
BILBROOK MEDICAL CENTRE,Atorvastatin,376
BILDESTON HEALTH CENTRE,Atorvastatin,966
BILLET LANE MEDICAL PRACTICE,Atorvastatin,210
BILLINGE MEDICAL PRACTICE,Influenza,4731
BILLINGHAY MEDICAL PRACTICE,Atorvastatin,803
BILLINGSHURST SURGERY,Atorvastatin,1219
BILSTHORPE SURGERY,Atorvastatin,273
BILSTON FAMILY PRACTICE,Lansoprazole,304
BILSTON URBAN VILLAGE MEDICAL CENTRE,Atorvastatin,680
BILTON MEDICAL CENTRE,Atorvastatin,759
BINBROOK SURGERY,Atorvastatin,382
BINCOTE SURGERY,Atorvastatin,412
BINFIELD ROAD SURGERY,Atorvastatin,391
BINFIELD SURGERY,Atorvastatin,297
BINGLEY DERMATOLOGY CLINIC,Emollients,6
BINGLEY MEDICAL PRACTICE,Lansoprazole,814
BINSCOMBE MEDICAL CENTRE,Omeprazole,469
BIRBECK MEDICAL GROUP,Atorvastatin,827
BIRCHDALE ROAD MEDICAL CENTRE,Atorvastatin,385
BIRCHES HEAD MEDICAL CTR.,Atorvastatin,794
BIRCHILLS HEALTH CENTRE,Atorvastatin,278
BIRCHINGTON MEDICAL CENTRE,Atorvastatin,1215
BIRCHWOOD MEDICAL CENTRE,Omeprazole,934
BIRCHWOOD MEDICAL PRACTICE,Atorvastatin,3710
BIRCHWOOD SURGERY,Atorvastatin,1065
BIRD-IN-EYE SURGERY,Atorvastatin,366
BIRDHURST MEDICAL PRACTICE,Levothyroxine sodium,227
BIRKBY HEALTH CENTRE,Atorvastatin,362
BIRKWOOD MEDICAL CENTRE,Atorvastatin,1161
BIRLEY HEALTH CENTRE,Lansoprazole,848
BIRMINGHAM DENTAL HOSPITAL,Sodium fluoride,121
BIRMINGHAM SMARTCARE HUB,Amoxicillin,338
BIRMINGHAM ST MARY'S HOSPICE,Oxycodone hydrochloride,6
BIRMINGHAM WIC,Phenoxymethylpenicillin (Penicillin V),19
BIRSTALL DERMATOLOGY GPSI,Emollients,206
BIRSTALL MEDICAL CENTRE,Atorvastatin,955
BIRTLE VIEW MEDICAL PRACTICE,Atorvastatin,276
BIRTLEY MEDICAL GROUP,Atorvastatin,2449
BISHOP AUCKLAND PRIMARY CARE SERVICES,Amoxicillin,186
BISHOPGATE MEDICAL CENTRE,Atorvastatin,2386
BISHOPS CASTLE SURGERY,Omeprazole,333
BISHOPS CLOSE MEDICAL PRACTICE,Atorvastatin,1083
BISHOPS WALTHAM SURGERY,Atorvastatin,1135
BISHOPSFORD ROAD SURGERY,Atorvastatin,772
BISWAS B,Amitriptyline hydrochloride,3
BLACK COUNTRY FAMILY PRACTICE,Atorvastatin,1004
BLACK TORRINGTON SURGERY,Atorvastatin,436
BLACKBURN RD MEDICAL CENTRE,Atorvastatin,401
BLACKBURN RD.MEDICAL CTR.,Atorvastatin,876
BLACKDOWN PRACTICE,Atorvastatin,824
BLACKETTS MEDICAL PRACTICE,Atorvastatin,838
BLACKFORD HOUSE MEDICAL CENTRE,Atorvastatin,759
BLACKFRIARS,Sertraline hydrochloride,399
BLACKFRIARS MEDICAL PRACTICE,Atorvastatin,361
BLACKHALL AND PETERLEE PRACTICE,Atorvastatin,1680
BLACKHEATH MED CTR,Omeprazole,215
BLACKHEATH STANDARD PMS,Amlodipine,235
BLACKMORE VALE PARTNERSHIP,Atorvastatin,2822
BLACKPOOL LOCALITY CHS,Wound Management & Other Dressings,1946
BLACKPOOL SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,1110
BLACKTHORN,Atorvastatin,475
BLACKTHORN HEALTH CENTRE,Omeprazole,1030
BLACKWATER MEDICAL CENTRE,Atorvastatin,1237
BLACKWELL MEDICAL CENTRE,Atorvastatin,344
BLACKWOOD HEALTH CENTRE,Atorvastatin,168
BLAKENEY SURGERY,Atorvastatin,335
BLAKEWATER HEALTHCARE,Atorvastatin,744
BLANDFORD MEDICAL CENTRE,Atorvastatin,1980
BLAYDON GP LED PRACTICE,Atorvastatin,191
BLOCK LANE SURGERY,Atorvastatin,395
BLOFIELD SURGERY,Lansoprazole,843
BLOOMFIELD MEDICAL CENTRE,Omeprazole,1675
BLOOMSBURY SURGERY,Salbutamol,109
BLOXHAM SURGERY,Influenza,846
BLOXWICH MEDICAL PRACTICE,Atorvastatin,371
BLUE WING FAMILY DOCTOR UNIT,Atorvastatin,809
BLUEBELL LANE SURGERY,Atorvastatin,424
BLUEBELL SURGERY,Levothyroxine sodium,214
BLUNDELLSANDS SURGERY,Atorvastatin,1009
BLURTON MEDICAL CENTRE,Omeprazole,347
BLYTH ROAD MEDICAL CENTRE,Lansoprazole,775
BLYTH'S MEADOW SURGERY,Atorvastatin,589
BMI BEARDWOOD HOSPITAL,Rivaroxaban,2
BMI BEAUMONT HOSPITAL,Clobetasol propionate,2
BMI CHAUCER HOSPITAL,Acetazolamide,1
BMI FAWKHAM MANOR HOSPITAL,Amoxicillin,5
BMI SOUTHEND PRIVATE HOSPITAL,Fluorometholone,24
BMI THE MANOR HOSPITAL,Mometasone furoate,21
BMI-CHELSFIELD PARK HOSPITAL,Glyceryl trinitrate,1
BMI-SHIRLEY OAKS HOSPITAL,Eye Products,2
BMI-THE BLACKHEALTH HOSPITAL,Eye Products,3
BMI-THE SLOANE HOSPITAL,Clarithromycin,1
BNSSG COMMUNITY PAEDIATRICIANS,Methylphenidate hydrochloride,398
BODEY MEDICAL CENTRE,Atorvastatin,1042
BODMIN ROAD HEALTH CENTRE,Atorvastatin,721
BODRIGGY HEALTH CENTRE,Omeprazole,1032
BOGNOR HOSPITAL MINOR INJURIES UNIT,Co-dydramol (Dihydrocodeine/paracetamol),37
BOGNOR MEDICAL CENTRE,Atorvastatin,529
BOLEYN MEDICAL CENTRE,Atorvastatin,1079
BOLINGBROKE MEDICAL CENTRE (THMP),Atorvastatin,416
BOLTON COMMUNITY PRACTICE,Omeprazole,949
BOLTON GENERAL PRACTICE,Mirtazapine,262
BOLTON HOSPICE,Wound Management & Other Dressings,4
BOLTON MEDICAL CENTRE,Atorvastatin,341
BOOTLE VILLAGE SURGERY,Atorvastatin,597
BOOTS OPTICIANS,Chloramphenicol,3
BORDESLEY GREEN SURGERY,Atorvastatin,305
BOROUGH GREEN MEDICAL PRACTICE,Levothyroxine sodium,1086
BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,Atorvastatin,1532
BOROUGHBURY MEDICAL CENTRE,Atorvastatin,2489
BORSTAL VILLAGE SURGERY,Atorvastatin,202
BOSTON ADDACTION,Methadone hydrochloride,689
BOSTON GP EXTENDED ACCESS HUB,Amoxicillin,11
BOSTON UTC,Flucloxacillin sodium,61
BOSTON WEST HOSPITAL,Estriol,16
BOSVENA HEALTH,Omeprazole,1129
BOSWORTH MEDICAL GROUP,Atorvastatin,1244
BOTESDALE HEALTH CENTRE,Levothyroxine sodium,859
BOTLEY MEDICAL CENTRE,Atorvastatin,945
BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,Atorvastatin,343
BOTTISHAM MEDICAL PRACTICE,Atorvastatin,648
BOTTREAUX SURGERY,Omeprazole,550
BOUGHTON MEDICAL GROUP,Atorvastatin,543
BOUGHTON SURGERY,Atorvastatin,444
BOULTHAM PARK MEDICAL PRACTICE,Atorvastatin,1093
BOUNDARIES SURGERY,Omeprazole,277
BOUNDARY COURT SURGERY,Atorvastatin,272
BOUNDARY HOUSE MEDICAL CENTRE,Omeprazole,706
BOUNDARY HOUSE SURGERY,Atorvastatin,404
BOUNDS GREEN GROUP PRACTICE,Atorvastatin,909
BOURN SURGERY,Atorvastatin,651
BOURNBROOK VARSITY MEDICAL CENTRE,Sertraline hydrochloride,229
BOURNE END & WOOBURN GREEN MEDICAL CTR,Atorvastatin,900
BOURNE GALLETLY PRACTICE TEAM,Atorvastatin,1800
BOURNVILLE SURGERY,Atorvastatin,102
BOUSFIELD - ROBERTS,Influenza,737
BOUSFIELD SURGERY - DR SHAH,Influenza,591
BOVEY TRACEY & CHUDLEIGH PRACTICE,Atorvastatin,897
BOW MEDICAL PRACTICE,Atorvastatin,493
BOWBURN MEDICAL CENTRE,Atorvastatin,420
BOWER MOUNT MEDICAL PRACTICE,Atorvastatin,1076
BOWLAND MEDICAL PRACTICE,Omeprazole,866
BOWLING GREEN STREET SURGERY,Atorvastatin,222
BOWLING HALL MED PRACTICE,Atorvastatin,1454
BOX SURGERY,Atorvastatin,432
BOYATT WOOD SURGERY,Omeprazole,320
BRACE STREET HC- KUMAR,Atorvastatin,306
BRACE STREET HEALTH CENTRE,Atorvastatin,661
BRACKLEY MEDICAL CENTRE,Atorvastatin,1445
BRACKNELL URGENT CARE CENTRE WIC,Flucloxacillin sodium,97
BRACONDALE MEDICAL CENTRE,Atorvastatin,493
BRADFORD CARE HOME LIAISON,Lorazepam,2
BRADFORD DERMATOLOGY SERVICE,Emollients,110
BRADFORD DISTRICT CARE TRUST,Skin Fillers And Protectives,332
BRADFORD EXTENDED ACCESS,Amoxicillin,78
BRADFORD GPWSI EPILEPSY SERV,Lamotrigine,1
BRADFORD MOOR PRACTICE,Atorvastatin,520
BRADFORD NEW DIRECTIONS,Methadone hydrochloride,2900
BRADFORD STREET SURGERY,Atorvastatin,159
BRADFORD STUDENT HEALTH SERVICE,Amlodipine,59
BRADFORD-ON-AVON AND MELKSHAM HEALTH,Atorvastatin,2702
BRADLEY STOKE SURGERY,Atorvastatin,711
BRADSHAW MEDICAL CENTRE,Omeprazole,994
BRADWORTHY SURGERY,Atorvastatin,308
BRAESIDE SURGERY,Atorvastatin,607
BRAILSFORD & HULLAND MEDICAL PRACTICE,Atorvastatin,538
BRAITHWAITE RD SURGERY,Atorvastatin,374
BRAMBLEHAIES SURGERY,Atorvastatin,397
BRAMBLYS GRANGE MEDICAL PRACTICE,Omeprazole,1053
BRAMCOTE SURGERY,Atorvastatin,181
BRAMHALL & SHAW HEATH MEDICAL GROUP,Atorvastatin,903
BRAMHALL HEALTH CENTRE,Atorvastatin,771
BRAMHAM MEDICAL CENTRE,Atorvastatin,525
BRAMHOPE DERMATOLOGY COMMUNITY CLINIC,Fusidic acid,1
BRAMINGHAM PARK MEDICAL CENTRE,Atorvastatin,271
BRAMLEY AVENUE SURGERY,Atorvastatin,286
BRAMLEY COMMUNITY CARE BEDS,Tamsulosin hydrochloride,1
BRAMLEY VILLAGE HEALTH & WELLBEING CTR,Atorvastatin,1190
BRAMPTON HEALTH CENTRE,Atorvastatin,405
BRAMPTON MEDICAL PRACTICE,Atorvastatin,2256
BRANCH END SURGERY,Atorvastatin,735
BRANDON MEDICAL PRACTICE,Atorvastatin,707
BRANKSOMEWOOD H/CARE CTR,Atorvastatin,505
BRANNAM MEDICAL CENTRE,Atorvastatin,1312
BRANNEL SURGERY,Omeprazole,609
BRANSTON & HEIGHINGTON FAMILY PRACTICE,Atorvastatin,490
BRANT ROAD & SPRINGCLIFFE SURGERY,Atorvastatin,1390
BRAYFORD MEDICAL PRACTICE,Atorvastatin,590
BREDBURY MEDICAL CENTRE,Atorvastatin,490
BREDON AVENUE SURGERY,Atorvastatin,206
BREDON HILL SURGERY,Atorvastatin,595
BRENT AREA MEDICAL CENTRE,Atorvastatin,435
BRENT CONSULTANT PAEDIATRIC - CLCH,Tracheostomy & Laryngectomy Appliances,1
BRENT DIABETES - CLCH,Dulaglutide,3
BRENT IN REACH GENERAL REHAB BEDS - CLCH,Paracetamol,10
BRENT RAPID RESPONSE - CLCH,Amlodipine,4
BRENTFIELD MEDICAL CENTRE,Atorvastatin,675
BRENTFORD FAMILY PRACTICE,Atorvastatin,303
BRENTFORD GROUP PRACTICE,Atorvastatin,687
BRERETON SURGERY,Atorvastatin,388
BRETTON MEDICAL PRACTICE,Atorvastatin,1008
BREWER STREET,Atorvastatin,334
BREWOOD MEDICAL PRACTICE,Atorvastatin,1193
BRIARWOOD MEDICAL CENTRE,Atorvastatin,432
BRIDGE COTTAGE SURGERY,Atorvastatin,1951
BRIDGE END SURGERY,Atorvastatin,887
BRIDGE HOUSE MEDICAL CENTRE,Atorvastatin,801
BRIDGE HOUSE MEDICAL PRACTICE,Atorvastatin,422
BRIDGE LANE GROUP PRACTICE,Atorvastatin,1166
BRIDGE MEDICAL,Atorvastatin,526
BRIDGE MEDICAL CENTRE,Atorvastatin,1103
BRIDGE ROAD MEDICAL CENTRE,Atorvastatin,694
BRIDGE ROAD SURGERY,Atorvastatin,893
BRIDGE STREET MEDICAL CENTRE,Atorvastatin,233
BRIDGE STREET MEDICAL PRACTICE,Atorvastatin,565
BRIDGE STREET SURGERY,Atorvastatin,1897
BRIDGE SURGERY,Atorvastatin,1063
BRIDGE VIEW MEDICAL,Atorvastatin,1906
BRIDGE VIEW MEDICAL GROUP,Atorvastatin,3118
BRIDGEGATE MEDICAL CENTRE,Atorvastatin,1114
BRIDGEMARY MEDICAL CENTRE,Atorvastatin,641
BRIDGESIDE SURGERY,Levothyroxine sodium,563
BRIDGEWATER CH COM NURSES HALTON,Wound Management & Other Dressings,682
BRIDGEWATER CH COMM NURSES ST HELENS,Wound Management & Other Dressings,8
BRIDGEWATER SURGERIES,Atorvastatin,2493
BRIDGEWAY PRACTICE,Atorvastatin,532
BRIDGNORTH MEDICAL PRACTICE,Atorvastatin,960
BRIDLINGTON URGENT TREATMENT CENTRE,Phenoxymethylpenicillin (Penicillin V),51
BRIERCLIFFE SURGERY,Atorvastatin,774
BRIERLEY MEDICAL CENTRE,Atorvastatin,414
BRIERLEY PARK MEDICAL CENTRE,Atorvastatin,1027
BRIG ROYD SURGERY,Atorvastatin,652
BRIGHTON STATION HEALTH CENTRE,Sertraline hydrochloride,210
BRIGHTON STATION WALK-IN,Combined ethinylestradiol 30mcg,3
BRIGSTOCK & SOUTH NORWOOD PARTNERSHIP,Amlodipine,666
BRINNINGTON SURGERY,Lansoprazole,1112
BRINSLEY AVENUE PRACTICE,Atorvastatin,536
BRINSWORTH MEDICAL CENTRE,Atorvastatin,1021
BRISDOC HEALTHCARE SERVICES (EMIS) OOH,Phenoxymethylpenicillin (Penicillin V),62
BRISDOC HEALTHCARE SERVICES OOH,Nitrofurantoin,245
BRITANNIA SUITE,Pregabalin,3
BRIXTON HILL GROUP PRACTICE,Atorvastatin,727
BROAD LANE SURGERY,Atorvastatin,394
BROAD OAK MEDICAL PRACTICE,Atorvastatin,347
BROADHURST ST MED PRACT (KS MORJARIA),Atorvastatin,786
BROADMEAD MEDICAL CENTRE,Methadone hydrochloride,218
BROADMEAD SURGERY,Atorvastatin,527
BROADSHIRES HEALTH CENTRE,Omeprazole,752
BROADSTAIRS MEDICAL PRACTICE,Atorvastatin,560
BROADWATER MEDICAL CENTRE,Atorvastatin,654
BROADWAY (SWBCCG) MALLING HEALTH OOH,Amoxicillin,12
BROADWAY HEALTH CENTRE,Atorvastatin,312
BROADWAY MEDICAL CENTRE,Atorvastatin,2092
BROADWAY SURGERY,Atorvastatin,300
BROCKLEBANK GROUP PRACTICE,Atorvastatin,879
BROCKWELL PARK SURGERY,Atorvastatin,280
BROCKWOOD MEDICAL PRACTICE,Atorvastatin,1325
BROCKWORTH SURGERY,Atorvastatin,641
BROKEN CROSS SURGERY,Atorvastatin,507
BROMLEAG CARE PRACTICE,Colecalciferol,923
BROMLEY COMMON PRACTICE,Atorvastatin,428
BROMLEY COMMUNITY ANTICOAGULATION CLINIC,Edoxaban,8
BROMLEY DIABETES SERVICE (BECKENHAM),Insulin aspart,5
BROMLEY DIABETES SERVICE (ORPINGTON),Detection Sensor Interstitial Fluid/Gluc,14
BROMLEY GP ALLIANCE,Amoxicillin,296
BROMPTON MEDICAL CENTRE,Atorvastatin,405
BROMSGROVE CMHT,Sertraline hydrochloride,1
BRONDESBURY MEDICAL CENTRE,Atorvastatin,801
BROOK GREEN MEDICAL CENTRE,Atorvastatin,779
BROOK HOUSE SURGERY,Atorvastatin,279
BROOK LANE SURGERY,Omeprazole,641
BROOK MEDICAL CENTRE,Atorvastatin,2462
BROOK SQUARE SURGERY,Atorvastatin,1078
BROOKFIELD PARK SURGERY,Atorvastatin,339
BROOKFIELD SURGERY,Atorvastatin,619
BROOKLANDS,Risperidone,15
BROOKLANDS HEALTH CENTRE,Amlodipine,263
BROOKLANDS MEDICAL PRACTICE,Atorvastatin,527
BROOKLYN MEDICAL PRACTICE,Omeprazole,428
BROOKMILL MEDICAL CENTRE,Omeprazole,596
BROOKROYD HOUSE,Atorvastatin,1285
BROOKSIDE GROUP PRACTICE,Levothyroxine sodium,1123
BROOKSIDE SURGERY,Omeprazole,362
BROOKVALE PRACTICE,Atorvastatin,721
BROOM LANE MEDICAL CENTRE,Atorvastatin,1311
BROOM LEYS SURGERY,Atorvastatin,553
BROOM ROAD MEDICAL PRACTICE,Amlodipine,148
BROOMFIELD DOCTOR IN ED,Co-codamol (Codeine phosphate/paracetamol),40
BROOMFIELD PARK MED.CTR.,Atorvastatin,881
BROOMHILL SURGERY,Atorvastatin,576
BROOMWOOD HEALTH CENTRE,Atorvastatin,650
BROSELEY MEDICAL PRACTICE,Atorvastatin,371
BROTTON SURGERY,Atorvastatin,784
BROUGH LARC,Chlorhexidine gluconate,1
BROUGHTON CORNER FAMILY PRACTICE,Atorvastatin,8
BROUGHTON HOUSE GP SURGERY,Atorvastatin,324
BROUGHTON HOUSE SURGERY,Thiamine hydrochloride,5
BROW MEDICAL CENTRE,Atorvastatin,340
BROWN CLEE MEDICAL CENTRE,Omeprazole,306
BROWNEY HOUSE SURGERY,Atorvastatin,476
BROWNHILL SURGERY,Atorvastatin,485
BROWNLOW AT MARYBONE,Atorvastatin,244
BROWNLOW GROUP PRACTICE,Mirtazapine,1419
BROWNLOW HEALTH  @ PRINCES PARK,Atorvastatin,503
BROWNLOW HEALTH AT KENSINGTON,Salbutamol,332
BROWNSOVER MEDICAL CENTRE,Atorvastatin,486
BROXBOURNE ALLIANCE PCN HUB,Co-codamol (Codeine phosphate/paracetamol),6
BRUCE GROVE PRIMARY HEALTH CARE CTR,Atorvastatin,547
BRUNDALL MEDICAL PARTNERSHIP,Lansoprazole,940
BRUNEL MEDICAL CENTRE,Atorvastatin,312
BRUNEL MEDICAL PRACTICE,Atorvastatin,1508
BRUNSTON PRACTICE,Atorvastatin,843
BRUNSWICK MEDICAL CENTRE UHPC,Atorvastatin,281
BRUNSWICK PARK FAMILY PRACTICE,Atorvastatin,461
BRUNSWICK PARK MEDICAL PRACTICE,Atorvastatin,638
BRUNSWICK ROAD MED.CTR.,Atorvastatin,51
BRUNSWICK SURGERY,Atorvastatin,451
BRUNTON PARK,Atorvastatin,480
BRUTON SURGERY,Atorvastatin,291
BRYANT STREET MEDICAL PRACTICE,Atorvastatin,500
BRYN CROSS SURGERY,Atorvastatin,460
BRYN STREET SURGERY,Atorvastatin,479
BSUH DERMATOLOGY SERVICE,Isotretinoin,19
BSW IUC OOH,Amoxicillin,444
BTH NHS FOUNDATION TRUST,Furosemide,10
BUCHANAN ROAD SURGERY,Atorvastatin,623
BUCKDEN SURGERY,Omeprazole,833
BUCKFASTLEIGH MEDICAL CENTRE,Atorvastatin,331
BUCKLAND MEDICAL PRACTICE,Atorvastatin,1064
BUCKLAND SURGERY,Atorvastatin,365
BUCKLANDS END LANE SURGERY,Atorvastatin,454
BUCKS UTC & OOH,Amoxicillin,398
BUCKSHAW HOSPITAL,Fluticasone propionate (Nasal),15
BUCKSHAW VILLAGE HEALTH CENTRE,Sertraline hydrochloride,320
BUDBROOKE MEDICAL CENTRE,Atorvastatin,448
BUDLEIGH SALTERTON MEDICAL PRACTICE,Atorvastatin,1041
BUDSHEAD MEDICAL PRACTICE,Omeprazole,698
BUGBROOKE MEDICAL PRACTICE,Atorvastatin,909
BULKINGTON SURGERY,Atorvastatin,442
BUNBURY MEDICAL PRACTICE,Atorvastatin,555
BUNGAY MEDICAL CENTRE,Atorvastatin,1303
BURBAGE SURGERY,Atorvastatin,495
BURBURY MEDICAL CENTRE,Influenza,700
BURDWOOD SURGERY,Atorvastatin,797
BURFORD SURGERY,Atorvastatin,654
BURGESS ROAD SURGERY,Atorvastatin,406
BURLEIGH MEDICAL CENTRE,Atorvastatin,1617
BURLEY PARK MEDICAL CENTRE,Atorvastatin,603
BURLINGTON ROAD SURGERY,Ramipril,1217
BURMA HILL PRACTICE,Atorvastatin,169
BURN BRAE MEDICAL GROUP,Atorvastatin,961
BURNBRAE MEDICAL PRACTICE,Atorvastatin,593
