Prescriber,Substancia,Quantidade
BEACON HOUSE MINISTRIES,Co-codamol (Codeine phosphate/paracetamol),2
BEACON MEDICAL,Atorvastatin,1807
BEACON MEDICAL CENTRE,Atorvastatin,426
BEACON MEDICAL GROUP,Omeprazole,2690
BEACON MEDICAL PRACTICE,Atorvastatin,3741
BEACON MEDICAL SERVICES LIMITED,Bowel cleansing solutions,40
BEACON PARK HOSPITAL,Nitrofurantoin,7
BEACON PRIMARY CARE,Atorvastatin,1593
BEACON SURGERY,Omeprazole,593
BEACON VIEW MEDICAL CENTRE,Atorvastatin,895
BEACONSFIELD MEDICAL PRACTICE,Atorvastatin,547
BEACONSFIELD ROAD SURGERY,Atorvastatin,1196
BEAN MEDICAL PRACTICE,Atorvastatin,268
BEARSTED,Omeprazole,1131
BEARWOOD MEDICAL CENTRE,Atorvastatin,288
BEARWOOD ROAD SURGERY,Atorvastatin,196
BEAUCHAMP HOUSE,Atorvastatin,693
BEAUCHIEF MEDICAL PRACTICE,Atorvastatin,663
BEAUFORT ROAD SURGERY,Atorvastatin,712
BEAUMONT LODGE MEDICAL PRACTICE,Atorvastatin,518
BEAUMONT PARK SURGERY,Atorvastatin,506
BEAUMONT VILLA SURGERY,Atorvastatin,662
BECCLES MEDICAL CENTRE,Atorvastatin,1261
BECKENHAM BEACON URGENT CARE CENTRE,Flucloxacillin sodium,84
BECKENHAM PCN EXTENDED SERVICE,Amoxicillin,2
BECKETT HOUSE PRACTICE,Atorvastatin,504
BECKINGTON FAMILY PRACTICE,Atorvastatin,1045
BEDFORD HILL FAMILY PRACTICE,Atorvastatin,442
BEDFORD STREET SURGERY,Atorvastatin,647
BEDFORDSHIRE MSK SERVICE,Gabapentin,5
BEDLINGTONSHIRE MED.GROUP,Lansoprazole,1374
BEDMINSTER FAMILY PRACTICE,Atorvastatin,660
BEDSER HUB,Colecalciferol,19
BEDWELL MEDICAL CENTRE,Atorvastatin,1497
BEDWORTH HEALTH CENTRE,Atorvastatin,2532
BEE FOLD MEDICAL CENTRE,Atorvastatin,350
BEECH HILL MEDICAL PRACTICE,Atorvastatin,1256
BEECH HOUSE MEDICAL PRACT,Atorvastatin,836
BEECH HOUSE SURGERY,Atorvastatin,904
BEECH TREE MEDICAL CENTRE,Atorvastatin,207
BEECH TREE MEDICAL PRACTICE,Atorvastatin,279
BEECH TREE SURGERY,Atorvastatin,1512
BEECHCROFT AND OLD PALACE,Atorvastatin,572
BEECHDALE CENTRE,Atorvastatin,338
BEECHES GREEN SURGERY,Omeprazole,479
BEECHES MEDICAL CENTRE,Atorvastatin,318
BEECHES MEDICAL PRACTICE,Atorvastatin,688
BEECHFIELD MEDICAL CENTRE,Atorvastatin,1836
BEECHWOOD MEDICAL CENTRE,Atorvastatin,1236
BEECHWOOD MEDICAL PRACTICE,Atorvastatin,826
BEECHWOOD SURGERY,Atorvastatin,785
BEEHIVE SURGERY,Atorvastatin,348
BEESTON VILLAGE SURGERY,Atorvastatin,550
BEGG PRACTICE,Atorvastatin,193
BEGGARWOOD SURGERY - NHUC,Eye Products,1
BELFORD MEDICAL PRACTICE,Atorvastatin,568
BELGRAVE MEDICAL CENTRE,Atorvastatin,1337
BELGRAVIA SURGERY,Atorvastatin,377
BELL HOUSE MEDICAL CENTRE,Atorvastatin,677
BELLBROOKE SURGERY,Atorvastatin,1233
BELLE VALE HEALTH CENTRE,Atorvastatin,786
BELLEGROVE SURGERY,Atorvastatin,548
BELLEVUE MEDICAL CENTRE,Atorvastatin,639
BELLINGHAM GREEN SURGERY,Fludrocortisone acetate,2
BELLINGHAM PRACTICE,Atorvastatin,770
BELMONT & SHERBURN MEDICAL GROUP,Atorvastatin,613
BELMONT HEALTH CENTRE,Atorvastatin,883
BELMONT MEDICAL CENTRE,Atorvastatin,1993
BELMONT SURGERY,Atorvastatin,582
BELSIZE PRIORY MEDICAL PRACTICE (GROUP),Atorvastatin,209
BELVEDERE MEDICAL CENTRE,Atorvastatin,1387
BELVIDERE MEDICAL PRACT.,Omeprazole,425
BELVOIR HEALTH GROUP,Atorvastatin,2705
BENCHILL MEDICAL PRACTICE,Atorvastatin,1258
BENFIELD PARK MEDICAL GROUP,Atorvastatin,1326
BENFIELD VALLEY HEALTHCARE HUB,Colecalciferol,13
BENFLEET SURGERY,Atorvastatin,155
BENHILL & BELMONT PRACTICE,Atorvastatin,831
BENNETTS END SURGERY,Atorvastatin,1591
BENNFIELD SURGERY,Atorvastatin,701
BENSHAM FAMILY PRACTICE,Atorvastatin,546
BENTHAM MEDICAL PRACTICE,Atorvastatin,949
BENTHAM ROAD HEALTH CENTRE,Omeprazole,575
BENTLEY MEDICAL PRACTICE,Atorvastatin,1537
BENTLEY VILLAGE SURGERY,Omeprazole,2
BERE REGIS SURGERY,Atorvastatin,488
BERINSFIELD HEALTH CENTRE,Atorvastatin,688
BERKELEY PLACE SURGERY,Atorvastatin,418
BERKELEY VALE LOCALITY NURSE PRESCRIBER,Flucloxacillin sodium,2
BERKLEY PRACTICE,Atorvastatin,880
BERKSHIRE CONTINENCE SERVICE (EAST),Catheters,364
BERKSHIRE OPHTHALMOLOGY SERVICE,Dexamethasone,15
BERMONDSEY SPA MEDICAL CENTRE,Atorvastatin,831
BERRY LANE MEDICAL CENTRE,Atorvastatin,787
BERRYCROFT COMMUNITY HEALTH CENTRE,Atorvastatin,1325
BERRYLANDS SURGERY,Atorvastatin,300
BERRYMEAD FAMILY MED.CTR.,Atorvastatin,959
BERSTED GREEN SURGERY,Atorvastatin,1117
BERWICK SURGERY,Atorvastatin,312
BETHANY MEDICAL CENTRE,Atorvastatin,354
BETHESDA MEDICAL CENTRE,Atorvastatin,1501
BETHNAL GREEN HEALTH CTR.,Atorvastatin,1477
BETLEY SURGERY,Omeprazole,163
BETTS AVENUE MEDICAL GROUP,Atorvastatin,1478
BEVAN GROUP PRACTICE,Atorvastatin,1218
BEVAN HEALTHCARE CIC,Mirtazapine,657
BEVAN MEDICAL GROUP,Atorvastatin,1325
BEVERLEY URGENT CARE CENTRE OOH,Flucloxacillin sodium,260
BEVERLEY/HOLDERNESS DERMATOLOGIST,Isotretinoin,7
BEWBUSH MEDICAL CENTRE,Atorvastatin,507
BEWDLEY MEDICAL CENTRE,Atorvastatin,1010
BEWICK CRESCENT SURGERY,Atorvastatin,2029
BEWICK ROAD SURGERY,Atorvastatin,745
BEWICKE MEDICAL CENTRE,Atorvastatin,1209
BEXLEY ANTICOAGULATION SERVICE,Edoxaban,35
BEXLEY COMMUNITY HEALTH SERVICES,Lymphoedema Garments,80
BEXLEY GROUP PRACTICE,Atorvastatin,844
BEXLEY MEDICAL GROUP,Atorvastatin,1085
BHARANI MEDICAL CENTRE,Atorvastatin,1202
BHC NON MEDICAL PRESCRIBERS,Lymphoedema Garments,32
BHF HIGHGATE SURGERY,Atorvastatin,411
BHF LUNDWOOD SURGERY,Atorvastatin,402
BHFT (BRACKNELL),Sacubitril/valsartan,5
BHFT (SLOUGH),Sacubitril/valsartan,8
BHFT (WAM),Sacubitril/valsartan,7
BHR COMMUNITY ENT SERVICE,Nasal Products,39
BI-BOROUGH ALCOHOL SERVICE,Acamprosate calcium,1
BICESTER HEALTH CENTRE,Atorvastatin,1016
BIDDLESTONE HEALTH GROUP,Atorvastatin,846
BIDDULPH DOCTORS,Atorvastatin,907
BIDDULPH VALLEY SURGERY,Atorvastatin,959
BIDEFORD MEDICAL CENTRE,Atorvastatin,1059
BIDFORD HEALTH CENTRE,Omeprazole,1457
BIGHAM ROAD MEDICAL CENTRE,Omeprazole,223
BILBOROUGH MEDICAL CENTRE,Atorvastatin,917
BILBROOK MEDICAL CENTRE,Atorvastatin,436
BILDESTON HEALTH CENTRE,Atorvastatin,927
BILLET LANE MEDICAL PRACTICE,Atorvastatin,222
BILLINGE MEDICAL PRACTICE,Atorvastatin,1022
BILLINGHAY MEDICAL PRACTICE,Atorvastatin,764
BILLINGSHURST SURGERY,Atorvastatin,1290
BILSTHORPE SURGERY,Atorvastatin,315
BILSTON FAMILY PRACTICE,Lansoprazole,305
BILSTON URBAN VILLAGE MEDICAL CENTRE,Atorvastatin,713
BILTON MEDICAL CENTRE,Atorvastatin,760
BINBROOK SURGERY,Atorvastatin,440
BINCOTE SURGERY,Atorvastatin,413
BINFIELD ROAD SURGERY,Atorvastatin,494
BINFIELD SURGERY,Atorvastatin,296
BINGLEY DERMATOLOGY CLINIC,Emollients,12
BINGLEY MEDICAL PRACTICE,Lansoprazole,822
BINSCOMBE MEDICAL CENTRE,Levothyroxine sodium,445
BIRBECK MEDICAL GROUP,Atorvastatin,901
BIRCHDALE ROAD MEDICAL CENTRE,Atorvastatin,459
BIRCHES HEAD MEDICAL CTR.,Atorvastatin,854
BIRCHILLS HEALTH CENTRE,Atorvastatin,273
BIRCHINGTON MEDICAL CENTRE,Atorvastatin,1226
BIRCHWOOD MEDICAL CENTRE,Omeprazole,943
BIRCHWOOD MEDICAL PRACTICE,Atorvastatin,3839
BIRCHWOOD SURGERY,Atorvastatin,1180
BIRD-IN-EYE SURGERY,Atorvastatin,414
BIRDHURST MEDICAL PRACTICE,Levothyroxine sodium,240
BIRKBY HEALTH CENTRE,Atorvastatin,287
BIRKWOOD MEDICAL CENTRE,Atorvastatin,1125
BIRLEY HEALTH CENTRE,Atorvastatin,879
BIRMINGHAM DENTAL HOSPITAL,Benzydamine hydrochloride,125
BIRMINGHAM SMARTCARE HUB,Amoxicillin,49
BIRMINGHAM ST MARY'S HOSPICE,Oxycodone hydrochloride,8
BIRMINGHAM WIC,Phenoxymethylpenicillin (Penicillin V),5
BIRSTALL DERMATOLOGY GPSI,Emollients,162
BIRSTALL MEDICAL CENTRE,Atorvastatin,957
BIRTLE VIEW MEDICAL PRACTICE,Atorvastatin,308
BIRTLEY MEDICAL GROUP,Atorvastatin,2663
BISHOP AUCKLAND PRIMARY CARE SERVICES,Amoxicillin,119
BISHOPGATE MEDICAL CENTRE,Atorvastatin,2358
BISHOPS CASTLE MEDICAL PRACTICE,Omeprazole,379
BISHOPS CLOSE MEDICAL PRACTICE,Atorvastatin,1243
BISHOPS WALTHAM SURGERY,Atorvastatin,1208
BISHOPSFORD ROAD SURGERY,Atorvastatin,627
BISWAS B,Quetiapine,3
BLACK COUNTRY FAMILY PRACTICE,Atorvastatin,1017
BLACK TORRINGTON SURGERY,Atorvastatin,391
BLACKBURN RD MEDICAL CENTRE,Atorvastatin,420
BLACKBURN RD.MEDICAL CTR.,Atorvastatin,920
BLACKDOWN PRACTICE,Atorvastatin,832
BLACKETTS MEDICAL PRACTICE,Atorvastatin,854
BLACKFORD HOUSE MEDICAL CENTRE,Atorvastatin,797
BLACKFRIARS,Sertraline hydrochloride,404
BLACKFRIARS MEDICAL PRACTICE,Atorvastatin,330
BLACKHALL AND PETERLEE PRACTICE,Atorvastatin,1769
BLACKHEATH MED CTR,Omeprazole,160
BLACKHEATH STANDARD PMS,Amlodipine,244
BLACKMORE VALE PARTNERSHIP,Atorvastatin,3034
BLACKPOOL LOCALITY CHS,Wound Management & Other Dressings,2043
BLACKPOOL SUBSTANCE MISUSE SERVICE,Methadone hydrochloride,1227
BLACKTHORN,Atorvastatin,427
BLACKTHORN HEALTH CENTRE,Atorvastatin,1170
BLACKTHORN PAIN CLINIC,Escitalopram,1
BLACKWATER MEDICAL CENTRE,Atorvastatin,1220
BLACKWELL MEDICAL CENTRE,Atorvastatin,370
BLACKWOOD HEALTH CENTRE,Atorvastatin,195
BLAKENEY SURGERY,Atorvastatin,369
BLAKEWATER HEALTHCARE,Atorvastatin,813
BLANDFORD MEDICAL CENTRE,Atorvastatin,2114
BLAYDON GP LED PRACTICE,Lansoprazole,195
BLOCK LANE SURGERY,Atorvastatin,413
BLOFIELD SURGERY,Lansoprazole,935
BLOOMFIELD MEDICAL CENTRE,Atorvastatin,1677
BLOOMSBURY SURGERY,Salbutamol,121
BLOXHAM SURGERY,Atorvastatin,831
BLOXWICH MEDICAL PRACTICE,Atorvastatin,382
BLUE WING FAMILY DOCTOR UNIT,Atorvastatin,729
BLUEBELL LANE SURGERY,Atorvastatin,440
BLUEBELL SURGERY,Atorvastatin,213
BLUNDELLSANDS SURGERY,Atorvastatin,1052
BLURTON MEDICAL CENTRE,Omeprazole,361
BLYTH ROAD MEDICAL CENTRE,Lansoprazole,767
BLYTH'S MEADOW SURGERY,Atorvastatin,589
BMI BEARDWOOD HOSPITAL,Prednisolone,3
BMI BEAUMONT HOSPITAL,Estradiol,8
BMI CHAUCER HOSPITAL,Emollients,2
BMI FAWKHAM MANOR HOSPITAL,Amoxicillin,8
BMI SOUTHEND PRIVATE HOSPITAL,Fluorometholone,20
BMI THE MANOR HOSPITAL,Isotretinoin,14
BMI-CHELSFIELD PARK HOSPITAL,Finasteride,1
BMI-SHIRLEY OAKS HOSPITAL,Nitrofurantoin,1
BMI-THE BLACKHEALTH HOSPITAL,Estradiol,2
BMI-THE SLOANE HOSPITAL,Dexamethasone,1
BNSSG COMMUNITY PAEDIATRICIANS,Methylphenidate hydrochloride,351
BODEY MEDICAL CENTRE,Atorvastatin,1077
BODMIN ROAD HEALTH CENTRE,Atorvastatin,759
BODRIGGY HEALTH CENTRE,Omeprazole,1078
BOGNOR HOSPITAL MINOR INJURIES UNIT,Co-dydramol (Dihydrocodeine/paracetamol),34
BOGNOR MEDICAL CENTRE,Atorvastatin,575
BOLEYN MEDICAL CENTRE,Atorvastatin,1100
BOLINGBROKE MEDICAL CENTRE (THMP),Atorvastatin,472
BOLTON ADULT ADHD SERVICE,Omeprazole,1
BOLTON COMMUNITY PRACTICE,Omeprazole,947
BOLTON GENERAL PRACTICE,Sertraline hydrochloride,235
BOLTON HOSPICE,Wound Management & Other Dressings,3
BOLTON MEDICAL CENTRE,Atorvastatin,376
BOLTON OOH,Sertraline hydrochloride,1
BOOTLE VILLAGE SURGERY,Atorvastatin,608
BOOTS OPTICIANS,Dexamethasone,4
BORDESLEY GREEN SURGERY,Atorvastatin,334
BOROUGH GREEN MEDICAL PRACTICE,Omeprazole,1093
BOROUGH ROAD & NUNTHORPE MEDICAL GROUP,Atorvastatin,1438
BOROUGHBURY MEDICAL CENTRE,Atorvastatin,2699
BORSTAL VILLAGE SURGERY,Atorvastatin,220
BOSTON ADDACTION,Methadone hydrochloride,711
BOSTON GP EXTENDED ACCESS HUB,Amoxicillin,8
BOSTON UTC,Flucloxacillin sodium,84
BOSTON WEST HOSPITAL,Solifenacin,6
BOSVENA HEALTH,Omeprazole,2243
BOSWORTH MEDICAL GROUP,Atorvastatin,1309
BOTESDALE HEALTH CENTRE,Levothyroxine sodium,856
BOTLEY MEDICAL CENTRE,Atorvastatin,949
BOTOLPH BRIDGE COMMUNITY HEALTH CENTRE,Atorvastatin,359
BOTTISHAM MEDICAL PRACTICE,Atorvastatin,668
BOTTREAUX SURGERY,Atorvastatin,545
BOUGHTON MEDICAL GROUP,Atorvastatin,594
BOUGHTON SURGERY,Atorvastatin,430
BOULTHAM PARK MEDICAL PRACTICE,Atorvastatin,1113
BOUNDARIES SURGERY,Omeprazole,290
BOUNDARY COURT SURGERY,Atorvastatin,255
BOUNDARY HOUSE MEDICAL CENTRE,Atorvastatin,741
BOUNDARY HOUSE SURGERY,Atorvastatin,397
BOUNDS GREEN GROUP PRACTICE,Atorvastatin,925
BOURN SURGERY,Atorvastatin,709
BOURNBROOK VARSITY MEDICAL CENTRE,Sertraline hydrochloride,268
BOURNE END & WOOBURN GREEN MEDICAL CTR,Atorvastatin,882
BOURNE GALLETLY PRACTICE TEAM,Atorvastatin,1840
BOURNVILLE SURGERY,Atorvastatin,93
BOUSFIELD - ROBERTS,Atorvastatin,293
BOUSFIELD SURGERY - DR SHAH,Atorvastatin,271
BOVEY TRACEY & CHUDLEIGH PRACTICE,Atorvastatin,981
BOW MEDICAL PRACTICE,Atorvastatin,583
BOWBURN MEDICAL CENTRE,Atorvastatin,435
BOWER MOUNT MEDICAL PRACTICE,Atorvastatin,921
BOWLAND MEDICAL PRACTICE,Atorvastatin,929
BOWLING GREEN STREET SURGERY,Atorvastatin,198
BOWLING HALL MED PRACTICE,Atorvastatin,1541
BOX SURGERY,Atorvastatin,513
BOYATT WOOD SURGERY,Omeprazole,322
BRACE STREET HC- KUMAR,Atorvastatin,251
BRACE STREET HC- MAHBUB (M91659),Atorvastatin,263
BRACE STREET HEALTH CENTRE,Atorvastatin,298
BRACKLEY MEDICAL CENTRE,Atorvastatin,1567
BRACKNELL URGENT CARE CENTRE WIC,Flucloxacillin sodium,94
BRACONDALE MEDICAL CENTRE,Atorvastatin,513
BRADFORD CARE HOME LIAISON,Diazepam,1
BRADFORD DERMATOLOGY SERVICE,Emollients,89
BRADFORD DISTRICT CARE TRUST,Skin Fillers And Protectives,324
BRADFORD EXTENDED ACCESS,Amoxicillin,67
BRADFORD MOOR PRACTICE,Atorvastatin,513
BRADFORD NEW DIRECTIONS,Methadone hydrochloride,3032
BRADFORD STREET SURGERY,Atorvastatin,154
BRADFORD STUDENT HEALTH SERVICE,Amlodipine,66
BRADFORD-ON-AVON AND MELKSHAM HEALTH,Atorvastatin,2589
BRADLEY STOKE SURGERY,Atorvastatin,695
BRADSHAW MEDICAL CENTRE,Omeprazole,967
BRADWORTHY SURGERY,Atorvastatin,354
BRAESIDE SURGERY,Atorvastatin,570
BRAILSFORD & HULLAND MEDICAL PRACTICE,Atorvastatin,612
BRAITHWAITE RD SURGERY,Atorvastatin,409
BRAMBLEHAIES SURGERY,Atorvastatin,486
BRAMBLYS GRANGE MEDICAL PRACTICE,Omeprazole,1184
BRAMCOTE SURGERY,Atorvastatin,211
BRAMHALL & SHAW HEATH MEDICAL GROUP,Atorvastatin,1009
BRAMHALL HEALTH CENTRE,Atorvastatin,788
BRAMHAM MEDICAL CENTRE,Atorvastatin,563
BRAMHOPE DERMATOLOGY COMMUNITY CLINIC,Adapalene,2
BRAMINGHAM PARK MEDICAL CENTRE,Atorvastatin,301
BRAMLEY AVENUE SURGERY,Atorvastatin,311
BRAMLEY VILLAGE HEALTH & WELLBEING CTR,Atorvastatin,1382
BRAMPTON HEALTH CENTRE,Atorvastatin,435
BRAMPTON MEDICAL PRACTICE,Atorvastatin,2205
BRANCH END SURGERY,Atorvastatin,777
BRANDON MEDICAL PRACTICE,Atorvastatin,779
BRANKSOMEWOOD H/CARE CTR,Atorvastatin,615
BRANNAM MEDICAL CENTRE,Atorvastatin,1382
BRANNEL SURGERY,Atorvastatin,671
BRANSTON & HEIGHINGTON FAMILY PRACTICE,Atorvastatin,579
BRANT ROAD & SPRINGCLIFFE SURGERY,Atorvastatin,1491
BRAYFORD MEDICAL PRACTICE,Atorvastatin,632
BREAST CARE SERVICE,Exemestane,1
BREDBURY MEDICAL CENTRE,Atorvastatin,484
BREDON AVENUE SURGERY,Omeprazole,236
BREDON HILL SURGERY,Atorvastatin,550
BRENT AREA MEDICAL CENTRE,Atorvastatin,428
BRENT DIABETES - CLCH,Dulaglutide,1
BRENT IN REACH GENERAL REHAB BEDS - CLCH,Paracetamol,22
BRENT RAPID RESPONSE - CLCH,Potassium chloride,9
BRENTFIELD MEDICAL CENTRE,Atorvastatin,729
BRENTFORD FAMILY PRACTICE,Atorvastatin,289
BRENTFORD GROUP PRACTICE,Atorvastatin,680
BRERETON SURGERY,Atorvastatin,391
BRETTON MEDICAL PRACTICE,Atorvastatin,1036
BREWER STREET,Omeprazole,336
BREWOOD MEDICAL PRACTICE,Atorvastatin,1381
BRIARWOOD MEDICAL CENTRE,Atorvastatin,488
BRIDGE COTTAGE SURGERY,Atorvastatin,2050
BRIDGE END SURGERY,Atorvastatin,965
BRIDGE HOUSE MEDICAL CENTRE,Atorvastatin,881
BRIDGE HOUSE MEDICAL PRACTICE,Atorvastatin,384
BRIDGE LANE GROUP PRACTICE,Atorvastatin,1360
BRIDGE MEDICAL,Atorvastatin,552
BRIDGE MEDICAL CENTRE,Atorvastatin,1103
BRIDGE ROAD MEDICAL CENTRE,Atorvastatin,740
BRIDGE ROAD SURGERY,Atorvastatin,990
BRIDGE STREET MEDICAL CENTRE,Atorvastatin,218
BRIDGE STREET MEDICAL PRACTICE,Atorvastatin,606
BRIDGE STREET SURGERY,Atorvastatin,2003
BRIDGE SURGERY,Atorvastatin,1100
BRIDGE VIEW MEDICAL,Atorvastatin,2107
BRIDGE VIEW MEDICAL GROUP,Atorvastatin,3184
BRIDGEGATE MEDICAL CENTRE,Atorvastatin,1145
BRIDGEMARY MEDICAL CENTRE,Atorvastatin,716
BRIDGESIDE SURGERY,Levothyroxine sodium,592
BRIDGEWATER CH COM NURSES HALTON,Wound Management & Other Dressings,654
BRIDGEWATER CH COMM NURSES ST HELENS,Skin Fillers And Protectives,4
BRIDGEWATER SURGERIES,Atorvastatin,2584
BRIDGEWAY PRACTICE,Atorvastatin,544
BRIDGNORTH MEDICAL PRACTICE,Atorvastatin,1031
BRIDLINGTON URGENT TREATMENT CENTRE,Flucloxacillin sodium,71
BRIERCLIFFE SURGERY,Atorvastatin,607
BRIERLEY MEDICAL CENTRE,Atorvastatin,424
BRIERLEY PARK MEDICAL CENTRE,Atorvastatin,985
BRIG ROYD SURGERY,Atorvastatin,638
BRIGHTON STATION HEALTH CENTRE,Sertraline hydrochloride,240
BRIGHTON STATION WALK-IN,Flucloxacillin sodium,10
BRIGSTOCK & SOUTH NORWOOD PARTNERSHIP,Amlodipine,615
BRINNINGTON SURGERY,Lansoprazole,1107
BRINSLEY AVENUE PRACTICE,Atorvastatin,547
BRINSWORTH MEDICAL CENTRE,Atorvastatin,1135
BRISDOC HEALTHCARE SERVICES (EMIS) OOH,Flucloxacillin sodium,176
BRISDOC HEALTHCARE SERVICES OOH,Nitrofurantoin,98
BRITANNIA SUITE,Morphine sulfate,7
BRIXTON HILL GROUP PRACTICE,Atorvastatin,803
BROAD LANE SURGERY,Atorvastatin,411
BROAD OAK MEDICAL PRACTICE,Atorvastatin,395
BROADHURST ST MED PRACT (KS MORJARIA),Atorvastatin,827
BROADMEAD MEDICAL CENTRE,Methadone hydrochloride,227
BROADMEAD SURGERY,Atorvastatin,595
BROADSHIRES HEALTH CENTRE,Omeprazole,788
BROADSTAIRS MEDICAL PRACTICE,Atorvastatin,624
BROADWATER MEDICAL CENTRE,Atorvastatin,603
BROADWAY (SWBCCG) MALLING HEALTH OOH,Flucloxacillin sodium,230
BROADWAY HEALTH CENTRE,Atorvastatin,312
BROADWAY MEDICAL CENTRE,Atorvastatin,1812
BROADWAY SURGERY,Atorvastatin,317
BROCKLEBANK GROUP PRACTICE,Atorvastatin,904
BROCKWELL PARK SURGERY,Atorvastatin,339
BROCKWOOD MEDICAL PRACTICE,Atorvastatin,1399
BROCKWORTH SURGERY,Atorvastatin,654
BROKEN CROSS SURGERY,Atorvastatin,549
BROMLEAG CARE PRACTICE,Colecalciferol,992
BROMLEY COMMON PRACTICE,Atorvastatin,446
BROMLEY COMMUNITY ANTICOAGULATION CLINIC,Edoxaban,9
BROMLEY CONNECT EXTENDED SERVICE,Phenoxymethylpenicillin (Penicillin V),8
BROMLEY DIABETES SERVICE (BECKENHAM),Semaglutide,10
BROMLEY DIABETES SERVICE (ORPINGTON),Detection Sensor Interstitial Fluid/Gluc,8
BROMLEY GP ALLIANCE,Amoxicillin,204
BROMPTON MEDICAL CENTRE,Atorvastatin,435
BROMSGROVE CMHT,Olanzapine,2
BRONDESBURY MEDICAL CENTRE,Atorvastatin,798
BROOK GREEN MEDICAL CENTRE,Atorvastatin,781
BROOK HOUSE SURGERY,Atorvastatin,295
BROOK LANE SURGERY,Omeprazole,643
BROOK MEDICAL CENTRE,Atorvastatin,2203
BROOK SQUARE SURGERY,Atorvastatin,1055
BROOKFIELD PARK SURGERY,Atorvastatin,300
BROOKFIELD SURGERY,Atorvastatin,666
BROOKLANDS,Melatonin,10
BROOKLANDS HEALTH CENTRE,Amlodipine,265
BROOKLANDS MEDICAL PRACTICE,Atorvastatin,558
BROOKLYN MEDICAL PRACTICE,Omeprazole,491
BROOKMILL MEDICAL CENTRE,Omeprazole,576
BROOKROYD HOUSE,Atorvastatin,1354
BROOKSIDE GROUP PRACTICE,Levothyroxine sodium,1119
BROOKSIDE SURGERY,Atorvastatin,344
BROOKVALE PRACTICE,Atorvastatin,752
BROOM LANE MEDICAL CENTRE,Atorvastatin,1431
BROOM LEYS SURGERY,Atorvastatin,575
BROOM ROAD MEDICAL PRACTICE,Amlodipine,151
BROOMFIELD DOCTOR IN ED,Naproxen,42
BROOMFIELD PARK MED.CTR.,Atorvastatin,898
BROOMHILL SURGERY,Atorvastatin,611
BROOMWOOD HEALTH CENTRE,Atorvastatin,667
BROSELEY MEDICAL PRACTICE,Atorvastatin,395
BROTTON SURGERY,Atorvastatin,785
BROUGHTON CORNER FAMILY PRACTICE,Digoxin,8
BROUGHTON HOUSE GP SURGERY,Atorvastatin,320
BROUGHTON HOUSE SURGERY,Mirtazapine,9
BROW MEDICAL CENTRE,Atorvastatin,360
BROWN CLEE MEDICAL CENTRE,Omeprazole,308
BROWNEY HOUSE SURGERY,Atorvastatin,460
BROWNHILL SURGERY,Atorvastatin,492
BROWNLOW AT MARYBONE,Atorvastatin,240
BROWNLOW GROUP PRACTICE,Pregabalin,1515
BROWNLOW HEALTH  @ PRINCES PARK,Atorvastatin,517
BROWNLOW HEALTH AT KENSINGTON,Atorvastatin,323
BROWNSOVER MEDICAL CENTRE,Atorvastatin,473
BROXBOURNE ALLIANCE PCN HUB,Desogestrel,4
BRUCE GROVE PRIMARY HEALTH CARE CTR,Atorvastatin,513
BRUNDALL MEDICAL PARTNERSHIP,Lansoprazole,901
BRUNEL MEDICAL CENTRE,Atorvastatin,299
BRUNEL MEDICAL PRACTICE,Atorvastatin,1812
BRUNSTON PRACTICE,Atorvastatin,940
BRUNSWICK MEDICAL CENTRE UHPC,Atorvastatin,314
BRUNSWICK PARK FAMILY PRACTICE,Atorvastatin,424
BRUNSWICK PARK MEDICAL PRACTICE,Atorvastatin,702
BRUNSWICK ROAD MED.CTR.,Atorvastatin,63
BRUNSWICK SURGERY,Atorvastatin,482
BRUNTON PARK,Atorvastatin,461
BRUTON SURGERY,Atorvastatin,267
BRYANT STREET MEDICAL PRACTICE,Atorvastatin,524
BRYN CROSS SURGERY,Atorvastatin,515
BRYN STREET SURGERY,Atorvastatin,522
BS CLINIC,Lansoprazole,2
BSUH DERMATOLOGY SERVICE,Isotretinoin,27
BSW IUC OOH,Nitrofurantoin,248
BTH NHS FOUNDATION TRUST,Detection Sensor Interstitial Fluid/Gluc,9
BUCHANAN ROAD SURGERY,Atorvastatin,540
BUCKDEN SURGERY,Omeprazole,870
BUCKFASTLEIGH MEDICAL CENTRE,Atorvastatin,347
BUCKLAND MEDICAL PRACTICE,Atorvastatin,973
BUCKLAND SURGERY,Atorvastatin,369
BUCKLANDS END LANE SURGERY,Atorvastatin,457
BUCKS UTC & OOH,Flucloxacillin sodium,242
BUCKSHAW HOSPITAL,Solifenacin,10
BUCKSHAW VILLAGE HEALTH CENTRE,Lansoprazole,324
BUDBROOKE MEDICAL CENTRE,Atorvastatin,506
BUDLEIGH SALTERTON MEDICAL PRACTICE,Atorvastatin,983
BUDSHEAD MEDICAL PRACTICE,Omeprazole,758
BUGBROOKE MEDICAL PRACTICE,Atorvastatin,1038
BULKINGTON SURGERY,Atorvastatin,485
BUNBURY MEDICAL PRACTICE,Atorvastatin,464
BUNGAY MEDICAL CENTRE,Atorvastatin,1270
BURBAGE SURGERY,Atorvastatin,570
BURBURY MEDICAL CENTRE,Atorvastatin,280
BURDWOOD SURGERY,Atorvastatin,775
BURFORD SURGERY,Atorvastatin,882
BURGESS ROAD SURGERY,Atorvastatin,421
